"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotBaths","Remod","HAge","NewH","TotalSqFt","TotalPorchSF","Id"
"1344","1.5 story fin all ages","RL",57,7558,1,"None",3,"Bnk","Inside",2,"Crawfor","Norm","Norm","1Fam","1.5Fin",6,6,1928,1950,"Gable","CompShg","BrkFace","Stone",0,0,3,3,"BrkTil",3,3,1,1,0,1,0,896,896,"GasA",4,1,"SBrkr",1172,741,0,1913,0,0,1,1,3,1,3,9,7,1,3,"Detchd",1929,1,2,342,2,2,2,0,0,0,0,0,0,0,"None","None",0,"3","2009","WD","Normal",177000,1.5,1,59,0,2809,0,1344
"1345","2 story 1946 & newer","RL",85,11103,1,"None",2,"Lvl","Corner",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,1,1,0,1,0,728,728,"GasA",5,1,"SBrkr",728,728,0,1456,0,0,2,1,3,1,4,8,7,1,3,"Attchd",2006,3,2,440,3,3,2,0,0,0,0,0,0,0,"None","None",0,"7","2007","New","Partial",155835,2.5,0,1,0,2184,0,1345
"1346","1 story 1945 & older","RM",50,6000,1,"None",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1Story",4,4,1920,1950,"Hip","CompShg","MetalSd","MetalSd",0,0,3,3,"PConc",3,3,1,5,250,1,0,710,960,"GasA",4,1,"FuseA",960,0,0,960,0,0,1,0,2,1,2,5,7,0,0,"Detchd",1997,1,1,308,3,3,2,0,0,168,0,0,0,0,"None","None",0,"7","2007","WD","Normal",108500,1,1,57,0,1920,168,1346
"1347","1 story 1946 & newer","RL",56,20781,1,"None",1,"Lvl","CulDSac",2,"NWAmes","PosN","Norm","1Fam","1Story",7,7,1968,2003,"Hip","CompShg","BrkFace","HdBoard",0,0,3,3,"CBlock",3,3,1,4,297,3,68,1203,1568,"GasA",3,1,"SBrkr",2156,0,0,2156,0,0,2,0,3,1,3,9,7,1,4,"Attchd",1968,2,2,508,4,3,2,0,80,0,290,0,0,0,"None","None",0,"6","2006","WD","Normal",262500,2,1,3,0,3724,370,1347
"1348","1 story 1946 & newer","RL",93,15306,1,"None",2,"HLS","Corner",2,"Timber","Norm","Norm","1Fam","1Story",8,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd",2,100,4,3,"PConc",5,3,4,6,80,1,0,1652,1732,"GasA",5,1,"SBrkr",1776,0,0,1776,1,0,2,0,3,1,4,7,7,1,4,"Attchd",2006,3,3,712,3,3,2,0,0,0,0,0,0,0,"None","None",0,"5","2007","New","Partial",283463,3,1,0,0,3508,0,1348
"1349","1 story 1946 & newer","RL",58,16196,1,"None",0,"Low","Inside",2,"SawyerW","Norm","Norm","1Fam","1Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,4,6,1443,1,0,39,1482,"GasA",5,1,"SBrkr",1494,0,0,1494,1,0,2,0,3,1,4,5,7,1,2,"Attchd",1998,2,2,514,3,3,2,402,25,0,0,0,0,0,"None","None",0,"8","2007","WD","Normal",215000,3,0,9,0,2976,25,1349
"1350","2 story 1945 & older","RM",50,5250,1,"Pave",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","2Story",8,5,1872,1987,"Gable","CompShg","MetalSd","MetalSd",0,0,3,4,"BrkTil",3,2,1,2,259,1,0,425,684,"OthW",2,0,"SBrkr",938,1215,205,2358,0,0,2,0,4,1,3,8,7,0,0,"No Garage",1872,0,0,0,0,0,2,0,54,20,0,0,0,0,"None","None",0,"12","2008","WD","Normal",122000,2,1,21,0,3042,74,1350
"1351","duplex all style/age","RL",91,11643,1,"None",3,"Lvl","Inside",2,"NAmes","Artery","Norm","Duplex","2Story",5,5,1969,1969,"Gable","CompShg","MetalSd","MetalSd",1,368,3,3,"CBlock",3,3,1,2,500,1,0,748,1248,"GasA",3,1,"SBrkr",1338,1296,0,2634,1,1,2,2,6,2,3,12,7,0,0,"Detchd",1969,1,4,968,3,3,2,0,0,0,0,0,0,0,"None","None",0,"8","2009","WD","Normal",200000,4.5,0,40,0,3882,0,1351
"1352","2 story 1946 & newer","RL",70,9247,1,"None",2,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","2Story",6,6,1962,1962,"Gable","CompShg","HdBoard","HdBoard",1,318,3,3,"CBlock",3,3,1,3,319,1,0,539,858,"GasA",5,1,"SBrkr",858,858,0,1716,0,0,1,1,4,1,3,8,7,1,4,"Attchd",1962,3,2,490,3,3,2,0,84,0,0,120,0,0,"None","None",0,"3","2008","WD","Normal",171000,1.5,0,46,0,2574,204,1352
"1353","1.5 story fin all ages","RM",50,6000,1,"None",3,"Lvl","Inside",2,"BrkSide","Norm","Norm","1Fam","1.5Fin",6,9,1937,2000,"Gable","CompShg","MetalSd","MetalSd",0,0,4,3,"BrkTil",3,3,1,1,0,1,0,698,698,"GasA",3,1,"SBrkr",786,390,0,1176,0,0,1,0,2,1,3,4,7,0,0,"Detchd",1999,1,2,624,3,3,0,210,0,0,0,0,0,0,"None","None",0,"7","2009","WD","Normal",134900,1,1,9,0,1874,0,1353
"1354","1.5 story fin all ages","RL",56,14720,1,"None",2,"Lvl","CulDSac",2,"NoRidge","Norm","Norm","1Fam","1.5Fin",8,5,1995,1996,"Hip","CompShg","VinylSd","VinylSd",1,579,4,3,"PConc",4,3,3,6,816,1,0,1217,2033,"GasA",5,1,"SBrkr",2053,1185,0,3238,1,0,2,1,4,1,4,9,7,1,5,"Attchd",1996,3,3,666,3,3,2,283,86,0,0,0,0,0,"None","None",0,"3","2010","WD","Normal",410000,3.5,1,14,0,5271,86,1354
"1355","2 story 1946 & newer","RL",53,10316,1,"None",2,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,1,6,735,1,0,257,992,"GasA",5,1,"SBrkr",992,873,0,1865,1,0,2,1,3,1,4,7,7,1,3,"Attchd",2000,2,3,839,3,3,2,0,184,0,0,0,0,0,"None","None",0,"6","2008","WD","Normal",235000,3.5,0,8,0,2857,184,1355
"1356","split/multi level","RL",102,10192,1,"None",2,"Lvl","Inside",2,"NWAmes","Norm","Norm","1Fam","SLvl",7,6,1968,1992,"Gable","CompShg","MetalSd","MetalSd",1,143,3,3,"CBlock",3,3,1,1,0,1,0,570,570,"GasA",4,1,"SBrkr",1222,698,0,1920,0,0,3,0,4,1,4,8,7,1,3,"Attchd",1968,2,2,487,3,3,2,0,98,0,0,0,0,0,"GdPrv","None",0,"9","2006","WD","Normal",170000,3,1,14,0,2490,98,1356
"1357","1 story 1946 & newer","RL",106,9477,1,"None",3,"Lvl","Corner",2,"NAmes","Norm","Norm","1Fam","1Story",5,5,1966,1966,"Gable","CompShg","HdBoard","HdBoard",1,65,3,3,"CBlock",3,3,1,3,340,1,0,524,864,"GasA",3,1,"SBrkr",892,0,0,892,0,0,1,0,3,1,3,5,7,0,0,"Attchd",1966,2,1,264,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,"10","2008","WD","Normal",110000,1,0,42,0,1756,0,1357
"1358","1 story 1946 & newer","RL",62,12537,1,"None",2,"Lvl","CulDSac",2,"NAmes","Norm","Norm","1Fam","1Story",5,6,1971,2008,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"CBlock",3,3,1,6,734,1,0,344,1078,"GasA",5,1,"SBrkr",1078,0,0,1078,1,0,1,1,3,1,3,6,7,1,2,"Attchd",1971,3,2,500,3,3,2,0,0,0,0,0,0,0,"None","None",0,"4","2010","WD","Normal",149900,2.5,1,2,0,2156,0,1358
"1359","2 story PUD 1946 & newer","FV",56,2117,1,"None",3,"Lvl","Inside",2,"Somerst","Norm","Norm","Twnhs","2Story",6,5,2000,2000,"Gable","CompShg","MetalSd","MetalSd",1,216,4,3,"PConc",4,3,1,6,378,1,0,378,756,"GasA",5,1,"SBrkr",769,804,0,1573,0,0,2,1,3,1,4,5,7,0,0,"Detchd",2000,1,2,440,3,3,2,0,32,0,0,0,0,0,"None","None",0,"6","2010","WD","Normal",177500,2.5,0,10,0,2329,32,1359
"1360","1 story 1946 & newer","RL",129,16737,1,"None",3,"Lvl","FR3",2,"NridgHt","Norm","Norm","1Fam","1Story",9,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd",1,66,4,3,"PConc",5,3,3,6,1447,1,0,533,1980,"GasA",5,1,"SBrkr",1980,0,0,1980,1,0,2,0,3,1,5,8,7,1,4,"Attchd",2004,3,3,770,3,3,2,194,45,0,0,0,0,0,"None","None",0,"9","2006","WD","Normal",315000,3,1,1,0,3960,45,1360
"1361","2 story 1945 & older","RL",51,9842,1,"None",3,"Lvl","Inside",2,"SWISU","Feedr","Norm","1Fam","2Story",5,6,1921,1998,"Gable","CompShg","MetalSd","Wd Sdng",0,0,3,3,"BrkTil",3,2,1,1,0,1,0,612,612,"GasA",5,1,"SBrkr",990,1611,0,2601,0,0,3,1,4,1,3,8,7,0,0,"BuiltIn",1998,2,2,621,3,3,2,183,0,301,0,0,0,0,"None","None",0,"5","2008","WD","Normal",189000,3.5,1,10,0,3213,301,1361
"1362","1 story 1946 & newer","RL",124,16158,1,"None",2,"Low","Inside",1,"StoneBr","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Hip","CompShg","VinylSd","VinylSd",2,16,4,3,"PConc",5,3,3,5,1274,1,0,256,1530,"GasA",5,1,"SBrkr",1530,0,0,1530,1,0,2,0,3,1,4,7,7,1,4,"Attchd",2005,3,2,430,3,3,2,168,36,0,0,0,0,0,"None","None",0,"6","2009","WD","Normal",260000,3,0,4,0,3060,36,1362
"1363","1.5 story fin all ages","RL",51,12513,1,"None",2,"Lvl","FR2",2,"NAmes","Feedr","Norm","1Fam","1.5Fin",4,4,1920,2007,"Gable","CompShg","VinylSd","VinylSd",0,0,3,4,"BrkTil",3,2,1,1,0,1,0,715,715,"GasA",4,1,"SBrkr",1281,457,0,1738,0,0,2,0,4,1,3,7,7,1,4,"Attchd",1920,1,1,368,3,3,2,55,0,0,0,0,0,0,"None","None",0,"6","2009","WD","Normal",104900,2,1,2,0,2453,0,1363
"1364","2 story 1946 & newer","RL",73,8499,1,"None",2,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","2Story",6,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"PConc",4,3,1,1,0,1,0,616,616,"GasA",5,1,"SBrkr",616,796,0,1412,0,0,2,1,3,1,4,6,7,1,4,"BuiltIn",2007,3,2,432,3,3,2,0,36,0,0,0,0,0,"None","None",0,"3","2007","New","Partial",156932,2.5,1,0,0,2028,36,1364
"1365","2 story PUD 1946 & newer","FV",30,3180,1,"Pave",3,"Lvl","Inside",2,"Somerst","Norm","Norm","TwnhsE","2Story",7,5,2005,2005,"Gable","CompShg","MetalSd","MetalSd",0,0,4,3,"PConc",4,3,1,1,0,1,0,600,600,"GasA",5,1,"SBrkr",520,600,80,1200,0,0,2,1,2,1,4,4,7,0,0,"Detchd",2005,2,2,480,3,3,2,0,166,0,0,0,0,0,"None","None",0,"4","2006","WD","Abnorml",144152,2.5,0,1,0,1800,166,1365
"1366","2 story 1946 & newer","FV",73,7500,1,"None",3,"Lvl","Inside",2,"Somerst","Norm","Norm","1Fam","2Story",7,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,1,6,533,1,0,281,814,"GasA",5,1,"SBrkr",814,860,0,1674,1,0,2,1,3,1,4,7,7,0,0,"Attchd",2000,2,2,663,3,3,2,0,96,0,0,0,0,0,"None","None",0,"1","2010","WD","Normal",216000,3.5,0,10,0,2488,96,1366
"1367","2 story 1946 & newer","RL",68,9179,1,"None",2,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd",1,158,4,3,"PConc",4,3,1,6,633,1,0,240,873,"GasA",5,1,"SBrkr",882,908,0,1790,1,0,2,1,3,1,4,7,7,0,0,"Attchd",1999,2,2,588,3,3,2,0,88,0,0,0,0,0,"None","None",0,"6","2008","WD","Abnorml",193000,3.5,0,9,0,2663,88,1367
"1368","2 story PUD 1946 & newer","RM",41,2665,1,"None",3,"Lvl","Inside",2,"MeadowV","Norm","Norm","TwnhsE","2Story",5,6,1977,1977,"Gable","CompShg","CemntBd","CmentBd",0,0,3,3,"PConc",3,3,1,5,548,3,173,36,757,"GasA",5,1,"SBrkr",925,550,0,1475,0,0,2,0,4,1,3,6,7,1,3,"Attchd",1977,2,1,336,3,3,2,104,26,0,0,0,0,0,"None","None",0,"7","2006","WD","Normal",127000,2,0,29,0,2232,26,1368
"1369","1 story PUD 1946 & newer","RM",51,4435,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd",1,170,4,3,"PConc",4,3,3,6,685,1,0,163,848,"GasA",5,1,"SBrkr",848,0,0,848,1,0,1,0,1,1,4,4,7,0,0,"Attchd",2003,3,2,420,3,3,2,140,0,0,0,0,0,0,"None","None",0,"6","2009","WD","Normal",144000,2,1,5,0,1696,0,1369
"1370","1 story 1946 & newer","RL",48,10635,1,"None",1,"Lvl","FR2",2,"CollgCr","Norm","Norm","1Fam","1Story",8,5,2003,2003,"Hip","CompShg","VinylSd","VinylSd",1,171,4,3,"PConc",4,3,3,4,370,6,972,315,1657,"GasA",5,1,"SBrkr",1668,0,0,1668,1,0,2,0,3,1,4,8,7,1,3,"Attchd",2003,3,2,502,3,3,2,0,262,0,0,0,0,0,"None","None",0,"5","2010","WD","Normal",232000,3,0,7,0,3325,262,1370
"1371","1.5 story fin all ages","RL",90,5400,1,"None",3,"Lvl","Corner",2,"OldTown","Artery","Norm","1Fam","1.5Fin",4,6,1920,1950,"Gable","CompShg","CBlock","CBlock",0,0,2,3,"PConc",3,3,1,5,315,3,105,420,840,"GasA",5,1,"SBrkr",840,534,0,1374,0,0,1,0,2,1,3,6,7,0,0,"Detchd",1967,3,1,338,3,3,2,0,0,198,0,0,0,0,"None","None",0,"10","2009","WD","Normal",105000,1,1,59,0,2214,198,1371
"1372","split/multi level","RL",80,9600,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","SLvl",6,6,1955,1996,"Hip","CompShg","AsbShng","AsbShng",0,0,3,3,"CBlock",3,3,3,4,831,1,0,161,992,"GasA",4,1,"SBrkr",1661,0,0,1661,1,0,1,0,3,1,4,8,7,1,3,"BuiltIn",1955,2,1,377,3,3,2,0,28,0,0,178,0,0,"MnPrv","None",0,"10","2008","WD","Normal",165500,2,1,12,0,2653,206,1372
"1373","2 story 1946 & newer","RL",75,9750,1,"None",3,"Lvl","Corner",2,"CollgCr","Norm","Norm","1Fam","2Story",7,6,1998,1998,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"PConc",4,3,3,6,975,1,0,133,1108,"GasA",5,1,"SBrkr",1108,989,0,2097,1,0,2,1,3,1,4,8,7,1,3,"Detchd",1998,2,2,583,3,3,2,253,170,0,0,0,0,0,"None","None",0,"6","2006","WD","Normal",274300,3.5,0,8,0,3205,170,1373
"1374","1 story 1946 & newer","RL",44,11400,1,"None",3,"Lvl","Inside",2,"NoRidge","Norm","Norm","1Fam","1Story",10,5,2001,2002,"Hip","CompShg","VinylSd","VinylSd",1,705,5,3,"PConc",5,3,4,6,1282,1,0,1351,2633,"GasA",5,1,"SBrkr",2633,0,0,2633,1,0,2,1,2,1,5,8,7,2,4,"Attchd",2001,2,3,804,3,3,2,314,140,0,0,0,0,0,"None","None",0,"3","2007","WD","Normal",466500,3.5,1,5,0,5266,140,1374
"1375","2 story 1946 & newer","FV",85,10625,1,"None",3,"Lvl","Inside",2,"Somerst","Norm","Norm","1Fam","2Story",7,5,2005,2005,"Gable","CompShg","CemntBd","CmentBd",0,0,4,3,"PConc",4,3,1,1,0,1,0,1026,1026,"GasA",5,1,"SBrkr",1026,932,0,1958,0,0,2,1,3,1,4,9,7,1,4,"Attchd",2005,3,3,936,3,3,2,154,210,0,0,0,0,0,"None","None",0,"7","2008","WD","Normal",250000,2.5,0,3,0,2984,210,1375
"1376","1 story 1946 & newer","RL",89,10991,1,"None",2,"HLS","Inside",2,"Timber","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd",1,80,4,3,"PConc",4,3,4,1,0,1,0,1571,1571,"GasA",5,1,"SBrkr",1571,0,0,1571,0,0,2,0,3,1,4,7,7,1,4,"Attchd",2007,3,3,722,3,3,2,100,36,0,0,0,0,0,"None","None",0,"12","2007","New","Partial",239000,2,0,0,1,3142,36,1376
"1377","1 story 1945 & older","RL",52,6292,1,"None",3,"Bnk","Inside",2,"SWISU","Norm","Norm","1Fam","1Story",6,5,1930,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"BrkTil",4,3,2,3,384,1,0,384,768,"GasA",3,0,"SBrkr",790,0,0,790,0,0,1,0,2,1,3,4,7,0,0,"Detchd",1925,1,1,160,2,3,2,0,141,0,0,0,0,0,"None","None",0,"4","2008","WD","Normal",91000,1,1,58,0,1558,141,1377
"1378","1.5 story fin all ages","RL",60,10998,1,"Grvl",3,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","1.5Fin",5,5,1941,1960,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"CBlock",3,3,1,2,408,4,420,156,984,"GasA",5,1,"SBrkr",984,620,0,1604,0,0,2,0,3,1,3,6,5,0,0,"Detchd",1977,1,2,660,3,3,2,0,68,0,0,0,0,0,"None","None",0,"7","2009","WD","Normal",117000,2,1,49,0,2588,68,1378
"1379","2 story PUD 1946 & newer","RM",21,1953,1,"None",3,"Lvl","Inside",2,"BrDale","Norm","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","CompShg","HdBoard","HdBoard",1,408,3,3,"CBlock",3,2,1,4,309,1,0,174,483,"GasA",3,1,"SBrkr",483,504,0,987,0,0,1,1,2,1,3,5,7,0,0,"Detchd",1973,1,1,264,3,3,2,72,0,0,0,0,0,0,"None","None",0,"6","2006","WD","Normal",83000,1.5,0,33,0,1470,0,1379
"1380","split/multi level","RL",73,9735,1,"None",3,"Lvl","Inside",2,"Timber","Norm","Norm","1Fam","SLvl",5,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"PConc",4,3,1,1,0,1,0,384,384,"GasA",4,1,"SBrkr",754,640,0,1394,0,0,2,1,3,1,4,7,7,0,0,"BuiltIn",2007,3,2,400,3,3,2,100,0,0,0,0,0,0,"None","None",0,"5","2008","WD","Normal",167500,2.5,1,1,0,1778,0,1380
"1381","1 story 1945 & older","RL",45,8212,1,"Grvl",3,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","1Story",3,3,1914,1950,"Gable","CompShg","Stucco","Stucco",0,0,3,2,"BrkTil",3,2,1,3,203,1,0,661,864,"GasA",3,0,"FuseF",864,0,0,864,1,0,1,0,2,1,3,5,7,0,0,"Detchd",1938,1,1,200,3,2,2,0,0,96,0,0,0,0,"None","None",0,"6","2010","WD","Normal",58500,2,1,60,0,1728,96,1381
"1382","1 story 1946 & newer","RL",99,12925,1,"None",2,"Lvl","Corner",2,"NAmes","Norm","Norm","1Fam","1Story",6,7,1970,1970,"Gable","CompShg","BrkFace","Plywood",0,0,3,3,"CBlock",3,3,2,4,865,1,0,340,1205,"GasA",5,1,"SBrkr",2117,0,0,2117,0,0,2,1,4,1,3,7,7,2,4,"Attchd",1970,3,2,550,3,3,2,0,42,0,0,0,0,0,"None","None",0,"5","2008","WD","Normal",237500,2.5,0,38,0,3322,42,1382
"1383","2 story 1945 & older","RM",60,7200,1,"None",3,"Lvl","Corner",2,"OldTown","Norm","Norm","1Fam","2Story",7,7,1920,1950,"Hip","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"BrkTil",2,3,1,1,0,1,0,596,596,"GasA",5,1,"SBrkr",998,764,0,1762,1,0,1,1,4,1,4,8,7,0,0,"Detchd",1989,1,2,576,3,3,0,36,0,221,0,0,0,0,"None","None",0,"10","2006","WD","Normal",157000,2.5,1,56,0,2358,221,1383
"1384","1 story 1945 & older","RL",94,25339,1,"None",3,"Lvl","Inside",2,"Sawyer","Norm","Norm","1Fam","1Story",5,7,1918,2007,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,4,"BrkTil",3,3,1,1,0,1,0,816,816,"GasA",5,1,"SBrkr",1416,0,0,1416,0,0,2,0,3,1,4,7,7,0,0,"Attchd",2007,1,2,576,3,3,0,0,0,112,0,0,0,0,"None","None",0,"8","2007","WD","Normal",112000,2,1,0,0,2232,112,1384
"1385","1.5 story fin all ages","RL",60,9060,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","1.5Fin",6,5,1939,1950,"Gable","CompShg","WdShing","Wd Shng",0,0,3,3,"BrkTil",3,3,2,3,204,1,0,356,560,"GasA",3,1,"SBrkr",698,560,0,1258,0,0,1,0,2,1,3,6,7,0,0,"Detchd",1939,1,1,280,3,3,1,0,0,0,0,0,0,0,"MnPrv","None",0,"10","2009","WD","Normal",105000,1,1,59,0,1818,0,1385
"1386","1.5 story fin all ages","RM",40,5436,1,"None",3,"Lvl","Inside",2,"IDOTRR","Norm","Norm","1Fam","1.5Fin",4,8,1922,2007,"Gable","CompShg","VinylSd","VinylSd",0,0,3,4,"BrkTil",3,3,1,4,735,1,0,61,796,"GasA",4,1,"SBrkr",796,358,0,1154,1,0,1,0,3,1,4,7,7,0,0,"Detchd",1922,1,1,240,3,3,0,0,96,0,0,0,0,0,"MnPrv","None",0,"5","2010","WD","Normal",125500,2,1,3,0,1950,96,1386
"1387","2 story 1946 & newer","RL",80,16692,1,"None",2,"Lvl","Inside",2,"NWAmes","RRAn","Norm","1Fam","2Story",7,5,1978,1978,"Gable","CompShg","Plywood","Plywood",1,184,3,3,"CBlock",4,3,1,4,790,2,469,133,1392,"GasA",3,1,"SBrkr",1392,1392,0,2784,1,0,3,1,5,1,4,12,7,2,3,"Attchd",1978,2,2,564,3,3,2,0,112,0,0,440,519,2,"MnPrv","TenC",2000,"7","2006","WD","Normal",250000,4.5,0,28,0,4176,552,1387
"1388","1.5 story fin all ages","RM",60,8520,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Artery","Norm","1Fam","1.5Fin",6,7,1916,1950,"Gable","CompShg","Stucco","Stucco",0,0,3,4,"BrkTil",3,3,1,3,168,2,546,0,714,"GasW",3,0,"SBrkr",1664,862,0,2526,0,0,2,0,5,1,4,10,7,1,4,"Detchd",1916,1,1,216,3,3,2,88,15,0,0,0,0,0,"GdWo","None",0,"8","2007","CWD","Family",136000,2,1,57,0,3240,15,1388
"1389","1 story 1946 & newer","RL",42,14892,1,"None",2,"HLS","CulDSac",2,"Gilbert","Norm","Norm","1Fam","1Story",9,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd",2,160,5,3,"PConc",5,3,4,6,1320,1,0,426,1746,"GasA",5,1,"SBrkr",1746,0,0,1746,1,0,2,0,3,1,5,7,7,2,4,"Attchd",2006,3,3,758,3,3,2,201,39,0,0,0,0,0,"None","None",0,"10","2009","WD","Normal",377500,3,1,2,0,3492,39,1389
"1390","1.5 story fin all ages","RM",60,6000,1,"None",3,"Lvl","Inside",2,"BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,4,"BrkTil",3,4,1,5,375,1,0,360,735,"GasA",5,1,"SBrkr",869,349,0,1218,0,1,1,0,3,1,3,6,7,1,4,"Detchd",2003,1,2,440,3,3,2,0,0,0,0,0,0,0,"None","None",0,"3","2007","WD","Normal",131000,1.5,1,57,0,1953,0,1390
"1391","1 story 1946 & newer","RL",70,9100,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd",1,244,4,3,"PConc",4,3,3,6,1400,1,0,125,1525,"GasA",5,1,"SBrkr",1525,0,0,1525,1,0,2,0,3,1,4,6,7,0,0,"Attchd",2000,2,2,541,3,3,2,219,36,0,0,0,0,0,"None","None",0,"9","2006","WD","Normal",235000,3,0,6,0,3050,36,1391
"1392","duplex all style/age","RL",65,8944,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","Duplex","1Story",5,5,1967,1967,"Gable","CompShg","Plywood","Plywood",0,0,3,3,"CBlock",3,3,1,1,0,1,0,1584,1584,"GasA",3,1,"SBrkr",1584,0,0,1584,0,0,2,0,4,2,3,8,4,0,0,"Detchd",1967,1,3,792,3,3,2,0,152,0,0,0,0,0,"None","None",0,"4","2009","WD","Normal",124000,2,0,42,0,3168,152,1392
"1393","split foyer","RL",68,7838,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","SFoyer",5,5,1967,1967,"Gable","CompShg","HdBoard","HdBoard",0,0,3,3,"CBlock",3,3,3,5,769,1,0,95,864,"GasA",3,1,"SBrkr",900,0,0,900,1,0,1,0,3,1,3,6,7,1,1,"Attchd",1967,2,1,288,3,3,2,175,144,0,0,0,0,0,"MnWw","None",0,"12","2006","WD","Normal",123000,2,0,39,0,1764,144,1393
"1394","2 family conversion-all styles/ages","RM",60,10800,1,"Pave",3,"Lvl","Inside",2,"OldTown","Norm","Norm","2fmCon","1.5Fin",6,7,1905,2000,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"BrkTil",2,3,1,1,0,1,0,482,482,"GasA",5,0,"SBrkr",1221,691,0,1912,0,0,2,0,3,2,3,7,7,1,3,"Detchd",2003,1,2,672,4,3,2,0,25,212,0,0,0,0,"None","None",0,"4","2008","WD","Normal",163000,2,1,8,0,2394,237,1394
"1395","1 story PUD 1946 & newer","RL",53,4045,1,"None",3,"Lvl","Inside",2,"Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd",1,45,4,3,"PConc",4,3,3,6,1070,1,0,286,1356,"GasA",5,1,"SBrkr",1500,0,0,1500,1,0,2,0,2,1,4,6,7,1,4,"Attchd",2006,3,3,648,3,3,2,161,20,0,0,0,0,0,"None","None",0,"10","2006","New","Partial",246578,3,0,0,1,2856,20,1395
